駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
4153,仲木戸,"20,325","9,018","4,494",49.83,931,"6,463","1,535","12,628","4,901","2,617",53,92,"1,635,307",646,49,847,7.43,6.27,15.17,20.11,16.66,11.31,11.12,7.77,4.16,51.09,38.04,"9,264"
4154,神奈川,"4,720","11,425","5,747",50.3,"1,108","8,530","1,652","30,099","6,327","3,307",52,121,"10,616,154","1,187",101,"5,624",7.18,5.47,14.1,22.01,18.2,12.14,10.42,6.77,3.72,58.68,32.23,"21,774"
4155,横浜,"313,608","5,653","2,879",50.93,524,"4,323",712,"60,672","3,236","1,771",55,735,"49,173,060","2,682",320,"1,832",6.86,5.52,13.95,22.96,19.6,12.11,10.51,5.65,2.84,76.05,22.86,"57,674"
4156,戸部,"15,233","16,465","8,527",51.79,"1,485","11,914","2,764","16,511","9,277","5,302",57,131,"1,421,151",936,62,"1,194",6.65,5.46,16.02,21.65,16.17,10.81,10.94,7.07,5.23,45.8,50.38,"10,887"
4157,日ノ出町,"26,709","11,962","6,316",52.8,967,"7,976","2,191","19,649","6,832","3,765",55,236,"2,364,384","1,893",274,"1,021",5.62,6.16,12.43,18.46,16.85,12.9,14.17,8.72,4.69,59.32,37.29,"15,286"
4158,黄金町,"22,198","17,911","9,489",52.98,"1,434","12,298","3,350","13,798","10,521","6,223",59,222,"1,445,302","1,167",136,941,5.49,6.22,12.91,17.31,17.26,13.52,13.77,8.88,4.65,54.05,40.99,"7,569"
4159,南太田,"17,298","13,442","6,644",49.43,"1,393","8,924","3,011","10,996","6,862","3,286",48,107,"1,281,051",610,51,"2,167",6.86,6.95,10.94,16.24,15.63,13.03,14.15,10.02,6.19,42.06,44.86,"4,069"
4160,井土ケ谷,"27,837","13,563","6,705",49.44,"1,476","8,947","3,063","9,765","6,679","2,926",44,83,"1,105,274",508,42,361,7.25,7.08,11.55,16.19,14.85,12.47,14.98,10.02,5.62,48.19,44.58,"4,695"
4161,弘明寺,"29,379","10,903","5,397",49.5,"1,174","7,234","2,423","7,013","5,190","2,240",43,124,"750,005",446,38,883,6.89,8.07,12.1,15.68,14.79,12.91,12.97,10.48,6.11,52.42,43.55,"2,447"
4162,上大岡,"143,226","11,760","5,803",49.35,"1,314","8,143","2,290","17,286","5,553","2,229",40,231,"9,907,370","1,128",105,631,7.48,7.29,11.96,17.25,17.02,12.66,12.19,8.91,5.25,56.28,41.13,"12,770"
4163,屏風浦,"17,436","8,726","4,407",50.5,"1,071","5,670","1,953","5,204","3,959","1,579",40,47,"516,842",218,17,206,8.4,8.39,11.74,15.41,14.35,11.93,13.76,9.97,6.05,38.3,55.32,"1,982"
4164,杉田,"34,169","10,632","5,317",50.01,"1,235","7,126","2,202","8,170","5,034","2,101",42,118,"1,181,147",500,47,677,8.03,7.39,12.58,16.82,14.56,11.98,13.95,9.32,5.36,50,46.61,"4,201"
4165,京急富岡,"24,344","7,579","3,752",49.51,800,"5,080","1,628","4,366","3,427","1,245",36,47,"366,299",202,13,456,6.5,8.64,12.29,13.7,13.76,14.16,16.57,9.32,5.06,42.55,53.19,"1,321"
4166,能見台,"31,758","8,689","4,149",47.75,"1,120","5,744","1,759","8,323","3,775","1,255",33,71,"1,061,407",301,30,"2,492",8.13,9.67,10.4,14.05,16.58,13.21,13.56,9.49,4.91,53.52,45.07,"2,946"
4167,金沢文庫,"71,523","7,811","3,924",50.24,947,"5,303","1,485","9,443","3,671","1,554",42,164,"1,918,571",628,59,772,8.55,8.04,13.65,17.13,14.79,11.57,12.8,7.9,5.56,52.44,42.68,"6,113"
4168,金沢八景,"56,963","7,369","3,671",49.82,920,"4,892","1,490","7,315","3,454","1,422",41,81,"1,090,781",319,34,"1,316",9.01,8,13.02,15.75,13.38,12.56,13.97,9.26,5.05,55.56,41.98,"3,645"
4169,追浜,"40,008","7,625","3,895",51.08,782,"4,818","2,010","7,520","3,396","1,324",39,128,"1,201,990",479,39,722,6.53,8.39,11.31,12.76,13.06,12.66,15.87,11.67,7.75,46.09,48.44,"3,776"
4170,京急田浦,"13,811","5,197","2,535",48.78,628,"3,409","1,250","4,526","2,031",511,25,43,"200,990",167,13,762,7.36,9.17,10.34,12.61,14.67,14.11,14.5,10.1,7.13,44.19,48.84,"1,788"
4171,安針塚,"4,892","3,082","1,539",49.94,357,"1,845",881,"4,694","1,262",359,28,17,"98,710",59,1,141,7.11,8.11,8.53,12.59,13.01,12.85,17.55,12.72,7.53,41.18,52.94,"3,100"
4172,逸見,"5,263","4,943","2,769",56.02,361,"3,195","1,386","3,414","1,775",604,34,64,"277,916",202,14,121,4.49,6.29,13.33,15.13,13.72,11.21,14.75,11.53,9.55,48.44,45.31,"1,332"
4173,汐入,"22,239","5,317","2,613",49.14,461,"3,462","1,394","7,694","2,499","1,025",41,193,"3,753,558",622,71,466,5.21,7.22,11.38,13.9,14.16,13.13,15.59,11.88,7.54,70.98,24.87,"5,142"
4174,横須賀中央,"66,082","5,948","2,851",47.93,566,"3,708","1,674","19,666","2,841","1,165",41,392,"5,048,310","1,683",181,"1,018",5.84,7.33,10.56,12.85,13.72,12.88,16.26,12.19,8.36,70.15,28.06,"16,455"
4175,県立大学,"12,402","8,645","4,159",48.11,"1,003","5,453","2,189","7,449","3,950","1,532",39,123,"1,114,553",454,30,"1,414",7.75,7.75,11.66,14.4,12.71,12.2,15.06,11.22,7.25,51.22,42.28,"2,482"
4176,堀ノ内,"12,734","6,553","3,114",47.52,670,"4,031","1,851","6,050","2,903",957,33,54,"966,935",232,17,"1,453",6.85,6.7,11.51,13.77,11.07,12.29,17.64,12.67,7.51,33.33,53.7,"1,865"
4177,京急大津,"5,290","6,312","3,033",48.05,708,"3,777","1,826","6,168","2,636",745,28,61,"788,561",232,15,"1,840",7.35,7.84,9.49,12.96,11.66,12.2,18.37,12.97,7.16,44.26,49.18,"1,674"
4178,馬堀海岸,"10,030","5,641","2,753",48.8,528,"3,308","1,805","3,573","2,222",495,22,32,"340,561",130,6,238,5.87,7.43,10.03,12.03,10.81,11.82,19.92,14.73,7.36,37.5,53.13,855
4179,浦賀,"22,440","5,507","2,705",49.12,629,"3,381","1,497","4,404","2,248",588,26,49,"288,209",147,8,764,6.75,9.04,9.08,12.22,13.11,13.7,16.54,12.69,6.88,44.9,53.06,"1,206"
4180,堀ノ内,"12,422","6,553","3,114",47.52,670,"4,031","1,851","6,050","2,903",957,33,54,"966,935",232,17,"1,453",6.85,6.7,11.51,13.77,11.07,12.29,17.64,12.67,7.51,33.33,53.7,"1,865"
4181,新大津,"6,709","6,205","3,016",48.61,763,"3,898","1,545","4,665","2,474",617,25,27,"225,898",159,11,"1,323",7.67,10.02,10.02,12.65,13.26,12.86,16.18,11.14,6.19,37.04,55.56,903
4182,北久里浜,"27,332","5,827","2,865",49.17,706,"3,804","1,316","6,084","2,539",844,33,62,"1,457,915",411,36,0,8.36,8.19,11.4,15.5,13.61,12.36,14.98,10.79,4.82,35.48,41.94,"4,019"
4183,京急久里浜,"44,029","7,140","3,492",48.91,964,"4,701","1,475","8,860","2,947",894,30,178,"1,512,052",638,46,817,8.88,9.3,11.55,15.71,14.24,11.95,13.68,9.21,5.48,49.44,47.75,"5,526"
4184,ＹＲＰ野比,"19,573","6,521","3,254",49.9,950,"4,181","1,390","4,059","2,661",762,29,51,"882,858",218,16,466,9.89,8.99,10.49,15.94,13.88,11.93,14.94,9.25,4.69,37.25,50.98,"1,213"
4185,京急長沢,"7,370","6,012","2,931",48.75,830,"3,882","1,301","3,595","2,313",468,20,23,"158,134",143,8,458,8.75,10.16,9.36,14.2,13.86,12.18,18.13,9.4,3.96,30.43,65.22,752
4186,津久井浜,"6,428","3,381","1,678",49.63,488,"2,161",732,"2,165","1,416",468,33,17,"130,870",100,8,373,9.32,8.93,10.71,16.77,13.87,11.39,14.37,9.55,5.09,35.29,64.71,497
4187,三浦海岸,"11,813","4,516","2,218",49.11,450,"2,845","1,211","4,018","1,951",568,29,47,"581,453",287,26,178,5.91,8.53,10.48,12.57,11.77,13.39,20.58,12.12,4.66,46.81,51.06,"2,153"
4188,三崎口,"18,265","1,618",765,47.28,167,"1,032",421,717,591,114,19,6,"55,160",32,7,0,5.8,9.88,9.94,10.25,12.47,14.81,18.95,11.23,6.67,50,50,198
4189,京急川崎,"120,030","9,883","5,553",56.19,754,"7,404","1,406","36,619","6,134","3,802",62,479,"11,202,616","1,733",228,169,5.73,4.84,17.36,21.81,16.46,12.2,11.56,6.67,3.37,62.63,36.53,"34,245"
4190,港町,"4,856","5,555","3,007",54.13,641,"3,931",900,"3,719","2,834","1,374",48,21,"401,992",176,8,177,8.72,6.23,14.59,20.71,15.92,11.3,10.95,7.51,4.06,42.86,42.86,"2,022"
4191,鈴木町,"8,342","5,632","2,972",52.77,611,"3,840","1,126","4,837","2,764","1,320",48,45,"2,090,249",227,25,54,7.31,7.71,14.03,17.08,14.34,12.17,13.39,9.02,4.95,51.11,42.22,"2,935"
4192,川崎大師,"16,877","8,749","4,530",51.78,941,"5,875","1,855","8,863","4,253","1,927",45,86,"1,853,456",375,53,172,7.52,7.2,12.4,16.56,13.94,12.75,15.05,9.77,4.82,46.51,47.67,"5,768"
4193,東門前,"12,002","11,772","6,192",52.6,"1,791","7,957","1,931","7,380","5,356","2,111",39,116,"708,270",470,46,932,12.16,6.74,11.73,22.73,14.22,10.1,10.83,7.43,4.06,45.69,51.72,"3,718"
4194,産業道路,"8,747","9,527","5,154",54.1,"1,364","6,468","1,611","6,130","4,483","2,001",45,99,"791,825",406,30,808,10.58,7.77,13.17,20.32,14.65,10.26,11.72,7.87,3.65,41.41,52.53,"2,786"
4195,小島新田,"21,155","6,426","3,558",55.37,982,"4,482",915,"5,488","3,034","1,454",48,30,"302,139",252,18,234,10.58,9.28,14.74,19.79,15.29,10.19,10.22,6.69,3.21,26.67,70,"3,462"
4196,金沢八景,"55,971","7,369","3,671",49.82,920,"4,892","1,490","7,315","3,454","1,422",41,81,"1,090,781",319,34,"1,316",9.01,8,13.02,15.75,13.38,12.56,13.97,9.26,5.05,55.56,41.98,"3,645"
4197,六浦,"16,519","8,701","4,300",49.42,907,"5,609","2,132","5,204","3,834","1,353",35,50,"255,731",232,15,397,6.62,9.14,11.81,12.52,12.93,13.26,16.48,10.8,6.44,32,62,"1,472"
4198,神武寺,"6,668","3,101","1,469",47.37,370,"1,895",835,"1,530","1,242",274,22,10,"42,661",65,1,0,7.77,8.77,9.03,13.19,13.19,11.99,17.25,11.73,7.09,60,40,347
4199,新逗子,"24,184","5,891","2,743",46.56,766,"3,607","1,517","6,952","2,529",745,29,145,"1,350,171",493,43,885,8.51,8.17,7.5,14.58,16.4,11.61,14.33,11.46,7.44,55.17,41.38,"3,774"
4200,新丸子,"25,927","17,884","8,941",49.99,"1,541","13,629","2,397","13,855","10,531","6,283",60,179,"2,131,213",883,93,634,6.51,5.24,18.83,24.26,15.98,10.19,9.78,5.74,3.45,54.75,41.9,"9,094"
4201,武蔵小杉,"208,711","18,367","9,140",49.76,"2,266","14,030","1,851","19,236","9,473","4,398",46,148,"2,550,398",883,100,781,9.89,6.01,15.1,27.39,16.9,9.92,8,4.29,2.51,57.43,39.19,"15,452"
4202,元住吉,"63,583","15,389","7,636",49.62,"1,405","11,552","2,156","11,004","9,281","6,005",65,177,"1,613,530",757,71,"1,139",6.33,6.18,20.11,22.87,15.87,9.58,8.63,6.31,4.13,50.28,46.89,"6,108"
4203,日吉,"194,102","9,455","5,304",56.1,666,"7,245","1,429","15,320","5,951","4,050",68,128,"2,983,054",594,81,"6,653",4.72,10.27,25.79,16.95,12.44,9.35,9.56,6.62,4.3,64.84,32.81,"6,564"
4204,綱島,"98,765","10,060","5,149",51.18,941,"7,703","1,353","8,407","5,557","3,023",54,141,"2,155,253",631,68,316,6.7,6.53,17.96,22.44,16.22,10.78,9.74,5.95,3.67,51.77,44.68,"5,657"
4205,大倉山,"53,826","10,567","5,104",48.3,"1,221","7,558","1,741","6,939","5,298","2,429",46,113,"976,593",465,44,559,7.73,7.51,13.91,18.69,17.25,12.02,10.81,7.74,4.34,58.41,38.94,"3,182"
4206,菊名,"134,179","10,544","5,273",50.01,953,"7,484","2,000","8,086","5,640","2,992",53,71,"1,120,978",367,25,735,5.78,6.99,16.87,17.51,14.97,12.14,11.71,8.51,5.52,43.66,53.52,"4,332"
4207,妙蓮寺,"24,497","10,208","4,972",48.71,"1,054","7,036","2,040","5,865","5,048","2,281",45,79,"855,893",276,23,827,6.89,7.71,14.57,17.08,14.5,11.84,13,8.74,5.68,46.84,51.9,"1,799"
4208,白楽,"43,853","11,106","5,567",50.13,953,"7,705","2,321","8,674","6,024","3,306",55,167,"919,230",615,66,"1,712",5.66,7.47,17.69,15.42,14.12,11.46,13.12,9.07,5.99,61.08,37.13,"3,527"
4209,東白楽,"13,220","10,772","5,374",49.89,938,"7,565","2,171","11,832","5,828","3,143",54,134,"1,535,959",612,56,"2,727",5.83,7.13,16.93,16.68,14.75,11.34,12.76,8.87,5.72,58.96,39.55,"5,893"
4210,反町,"12,364","12,345","6,169",49.97,"1,178","8,813","2,206","17,039","6,760","3,604",53,136,"3,222,694",873,74,"3,895",6.77,6.01,15.26,20.16,15.83,11.26,11.51,7.98,5.22,52.94,41.91,"9,684"
4211,横浜,"348,681","5,765","2,959",51.33,518,"4,376",763,"64,915","3,333","1,877",56,765,"50,244,581","2,898",337,"1,961",6.57,5.76,14.37,22.53,19.19,11.88,10.62,5.96,3.11,76.21,22.75,"61,682"
4214,二子新地,"19,963","11,524","5,626",48.82,"1,066","8,546","1,712","5,800","6,543","3,864",59,57,"625,111",323,20,340,6.77,5.63,18.79,22.83,15.59,9.88,9.84,6.42,4.25,38.6,57.89,"2,477"
4215,高津,"30,244","15,708","7,623",48.53,"1,567","11,842","2,064","15,338","8,732","4,974",57,135,"2,437,403",735,80,"1,010",7.39,6,18.11,22.44,16.69,10.62,9.32,5.78,3.64,50.37,45.19,"10,337"
4216,溝の口,"199,068","13,809","6,746",48.85,"1,152","10,616","1,822","15,992","7,988","4,760",60,196,"4,628,002",929,109,658,6.18,5.56,20.38,21.56,15.75,11.32,9.99,5.79,3.47,59.69,36.22,"12,080"
4217,梶が谷,"37,664","13,294","6,603",49.67,"1,567","9,877","1,686","7,233","6,688","3,188",48,58,"1,221,443",290,22,204,8.66,6.72,17.27,21.1,16.66,10.78,9.82,5.54,3.45,58.62,36.21,"3,401"
4218,宮崎台,"45,090","14,330","7,177",50.08,"1,834","10,710","1,614","8,052","7,317","3,621",49,60,"1,147,097",317,31,445,8.87,8.57,18.03,19.61,17.5,10.62,9.39,5.04,2.37,41.67,53.33,"3,604"
4219,宮前平,"49,608","13,399","6,601",49.26,"2,034","9,762","1,475","8,018","6,058","2,425",40,52,"1,026,587",277,21,884,9.91,10.62,15.21,17.9,19,11.39,8.59,4.61,2.77,30.77,55.77,"3,331"
4220,鷺沼,"60,687","12,274","5,887",47.96,"1,753","8,793","1,618","8,351","5,612","2,218",40,57,"3,091,799",355,29,497,9.23,10.14,13.5,17.54,19.11,11.7,9.26,5.58,3.94,47.37,42.11,"4,151"
4221,たまプラーザ,"78,772","9,554","4,576",47.9,"1,482","6,835","1,228","10,483","4,289","1,549",36,125,"5,177,999",446,47,"1,568",11.07,9.3,12.7,21.09,18.49,10.07,8.06,5.99,3.23,71.2,25.6,"6,087"
4222,あざみ野,"133,283","8,481","4,107",48.43,"1,297","6,256",923,"8,027","3,778","1,366",36,80,"2,337,525",417,49,519,10.54,9.06,13.2,21.09,19.45,11.12,7.91,4.24,3.41,51.25,41.25,"5,131"
4223,江田,"36,699","6,551","3,136",47.87,"1,102","4,496",947,"6,053","2,489",626,25,34,"1,150,028",171,17,0,11.77,10.47,10.82,17.33,19.59,10.85,8.47,5.9,4.81,50,38.24,"4,103"
4224,市が尾,"43,001","9,376","4,652",49.62,"1,134","6,559","1,676","7,231","4,358","1,760",40,76,"1,013,376",338,27,399,7.83,9.24,12.51,16.34,17.38,12.3,11.72,7.54,5.14,56.58,38.16,"3,931"
4225,藤が丘,"27,077","11,324","5,459",48.21,"1,562","8,025","1,715","8,321","4,958","1,777",36,73,"1,785,694",291,36,627,8.99,10.24,13.61,16.02,18.41,11.85,10.39,6.42,4.07,46.58,47.95,"4,233"
4226,青葉台,"110,427","10,362","4,979",48.05,"1,395","7,036","1,910","10,894","4,719","1,694",36,188,"4,539,024",620,61,267,9.12,8.45,11.54,17.11,17.04,11.7,12.43,8.36,4.24,60.11,35.11,"7,323"
4227,田奈,"11,370","6,768","3,371",49.81,932,"4,733","1,091","3,561","2,875",897,31,19,"408,250",106,4,501,9.09,9.83,12.49,17.05,17.54,11.84,10.88,7.77,3.51,31.58,47.37,972
4228,長津田,"137,652","8,711","4,423",50.77,"1,099","6,175","1,398","7,051","4,009","1,649",41,67,"699,393",278,23,"1,417",8.16,9.57,15.72,17.04,16.27,11.43,10.04,6.8,4.96,38.81,56.72,"2,812"
4229,つきみ野,"10,354","6,977","3,410",48.87,"1,072","4,584","1,304","5,655","2,709",611,23,34,"957,176",150,19,"1,406",9.9,10.21,10.13,16.15,16.15,11.51,14.04,8.27,3.65,47.06,41.18,"1,735"
4230,中央林間,"103,679","10,590","5,244",49.52,"1,181","7,654","1,643","7,542","5,213","2,318",44,80,"1,951,148",429,43,35,7.6,7.55,14.82,19.03,17.12,11.75,11.55,7.05,3.53,46.25,48.75,"4,320"
4231,長津田,"12,778","8,711","4,423",50.77,"1,099","6,175","1,398","7,051","4,009","1,649",41,67,"699,393",278,23,"1,417",8.16,9.57,15.72,17.04,16.27,11.43,10.04,6.8,4.96,38.81,56.72,"2,812"
4232,恩田,880,"3,126","1,580",50.54,515,"2,137",469,"1,175","1,136",254,22,7,"20,604",35,2,0,10.67,11.38,12.28,14.04,17.31,13.11,11.15,5.99,4.07,14.29,57.14,229
4233,こどもの国,"11,898","4,447","2,212",49.74,861,"3,049",528,"2,501","1,497",220,15,30,"1,051,321",105,9,53,11.73,15.16,10,14.21,20.29,11.37,8.72,5.09,3.42,36.67,43.33,"1,166"
4234,新丸子,"25,927","17,884","8,941",49.99,"1,541","13,629","2,397","13,855","10,531","6,283",60,179,"2,131,213",883,93,634,6.51,5.24,18.83,24.26,15.98,10.19,9.78,5.74,3.45,54.75,41.9,"9,094"
4235,武蔵小杉,"208,711","18,367","9,140",49.76,"2,266","14,030","1,851","19,236","9,473","4,398",46,148,"2,550,398",883,100,781,9.89,6.01,15.1,27.39,16.9,9.92,8,4.29,2.51,57.43,39.19,"15,452"
4236,登戸,"159,445","10,431","5,432",52.08,773,"7,990","1,442","7,074","6,411","4,158",65,111,"949,066",588,61,144,5.48,6.37,24.6,21.51,13.66,9.51,9.25,6.18,3.44,49.55,47.75,"4,705"
4237,向ケ丘遊園,"64,411","13,092","6,732",51.42,"1,064","9,874","1,861","9,881","7,885","4,989",63,183,"1,715,821",831,82,117,6.13,6.3,23.92,21,13.86,9.71,8.94,6.62,3.53,59.56,37.7,"6,899"
4238,生田,"44,606","9,184","4,624",50.35,850,"6,639","1,468","9,702","5,058","2,910",58,81,"1,562,696",350,31,"4,209",6.23,9.38,22.51,15.24,13.6,10.38,11.18,7.73,3.76,51.85,43.21,"3,070"
4239,読売ランド前,"34,110","7,024","3,565",50.75,638,"5,018","1,242","6,152","3,772","2,058",55,56,"501,291",219,16,"2,474",6.39,7.6,19.52,17.31,13.94,10.87,11.97,8.02,4.38,41.07,53.57,"1,762"
4240,百合ケ丘,"21,125","11,430","5,591",48.92,"1,279","8,048","1,929","6,061","5,871","2,932",50,70,"802,836",293,25,479,7.72,8.01,15.99,17.97,15.29,11.81,11.18,7.86,4.18,54.29,44.29,"2,340"
4241,新百合ケ丘,"123,894","8,362","3,873",46.32,"1,310","5,884","1,067","12,378","3,874","1,564",40,178,"4,475,300",564,58,979,11.39,9.67,12.76,19.38,17.93,10.71,9.15,5.91,3.1,61.8,33.71,"10,017"
4242,柿生,"35,809","6,280","3,057",48.68,685,"4,249","1,261","4,944","3,012","1,440",48,59,"848,126",246,20,620,7.19,8.41,16.13,15.84,15.21,10.56,11.79,8.56,6.31,47.46,47.46,"2,258"
4243,相模大野,"126,479","12,826","6,168",48.09,"1,413","9,533","1,687","13,422","6,700","3,463",52,197,"4,060,529",932,89,568,8.03,7.7,17.72,20.23,15.99,11.45,9.44,5.91,3.54,59.9,37.56,"9,819"
4244,小田急相模原,"55,612","14,743","7,384",50.08,"1,467","10,395","2,691","9,170","7,766","4,007",52,146,"1,627,394",798,79,173,6.65,8.03,14.29,17.44,15.79,12.44,12.46,8.84,4.05,45.21,52.05,"5,019"
4245,相武台前,"38,430","8,658","4,386",50.66,"1,059","5,952","1,548","6,408","4,351","2,090",48,96,"1,001,603",477,48,278,8.52,8.06,14.02,18.37,16.02,10.19,12.09,8.75,3.98,45.83,51.04,"3,443"
4246,座間,"21,483","6,996","3,510",50.17,842,"4,706","1,398","5,087","3,130","1,195",38,49,"448,307",267,15,772,8.19,8.03,12.8,16.59,14.37,12.08,14.44,8.96,4.54,38.78,57.14,"2,010"
4247,海老名,"135,861","4,302","2,147",49.91,637,"3,146",492,"9,011","1,934",720,37,170,"5,076,273",462,61,502,11.04,7.81,12,20.37,18.92,12.89,9.14,4.91,2.92,76.47,21.76,"7,249"
4248,厚木,"20,745","6,382","3,249",50.91,773,"4,249","1,341","3,742","2,859","1,120",39,44,"437,384",203,12,217,8.19,8.3,12.57,16.46,14.63,11.85,13.41,9.81,4.78,52.27,36.36,"1,426"
4249,本厚木,"147,887","7,653","3,916",51.17,863,"5,480","1,249","26,102","3,870","1,922",50,352,"4,962,645","1,670",157,687,7.67,8.25,15.58,17.19,16.39,11.97,11.2,7.44,4.32,63.07,33.81,"23,251"
4250,愛甲石田,"49,578","5,895","3,147",53.38,691,"4,259",925,"4,456","2,754","1,214",44,47,"508,372",267,19,409,7.68,8.82,15.61,18.11,15.03,11.9,12.78,7.11,2.98,40.43,44.68,"2,223"
4251,伊勢原,"51,041","7,016","3,512",50.06,763,"4,851","1,361","8,585","3,517","1,823",52,190,"2,674,325",708,61,417,7.2,9.06,18.38,15.44,13.27,10.67,11.98,9.12,4.89,55.79,38.42,"5,886"
4252,鶴巻温泉,"15,104","7,520","3,756",49.95,799,"4,912","1,729","5,287","3,405","1,540",45,44,"582,053",239,19,392,6.64,10.02,14.46,13.28,12.99,11.1,15.21,9.47,6.83,38.64,56.82,"2,329"
4253,東海大学前,"39,922","6,161","3,753",60.92,433,"4,517",983,"4,529","3,842","2,747",72,61,"629,269",271,33,835,4.84,13.35,28.36,11.73,9.34,9.04,13.25,6.79,3.29,49.18,49.18,"2,238"
4254,秦野,"42,754","5,425","2,677",49.35,615,"3,598","1,190","6,058","2,411",932,39,142,"874,104",485,39,440,7.61,8.5,12.22,15.35,13.81,12.42,14.59,9.61,5.91,50,47.18,"3,764"
4255,渋沢,"27,741","6,277","3,125",49.78,722,"4,060","1,449","5,003","2,670",963,36,122,"1,082,872",468,43,69,7.19,9.25,11.24,14.02,14,12.83,15.06,11.08,5.35,45.08,48.36,"2,742"
4256,新松田,"24,124","2,971","1,447",48.7,299,"1,812",856,"3,842","1,204",371,31,70,"409,636",299,26,825,5.76,8.49,10.44,10.68,14.42,13.21,15.4,13.51,8.09,48.57,50,"1,844"
4257,開成,"10,308","2,878","1,455",50.56,513,"1,990",373,"1,391","1,210",400,33,17,"387,342",94,7,0,13.46,7.86,9.95,20.24,17.91,11.93,10.26,5.6,2.78,35.29,64.71,624
4258,栢山,"9,310","4,466","2,155",48.25,598,"2,951",903,"3,621","1,736",430,25,42,"361,364",194,20,"1,019",8.81,10.42,10.38,14.31,15.68,12.42,14.24,9.25,4.49,35.71,54.76,"1,092"
4259,富水,"6,816","4,290","2,069",48.23,526,"2,722","1,030","3,168","1,749",511,29,36,"416,169",195,14,19,8.25,8.72,10.66,14.89,13.75,11.88,14.68,11.29,5.87,44.44,47.22,"1,591"
4260,螢田,"6,207","5,055","2,412",47.72,607,"3,241","1,193","3,543","2,118",707,33,33,"221,908",147,7,759,7.6,9.44,10.63,14.2,14.42,12.24,14.84,11.15,5.48,42.42,54.55,973
4261,足柄,"3,447","4,750","2,302",48.46,655,"3,143",933,"4,118","1,996",673,34,35,"407,679",164,15,682,9.11,9.77,11.33,14.65,15.22,12.83,12.75,9.55,4.8,37.14,45.71,"1,808"
4262,小田原,"66,498","4,966","2,388",48.09,524,"3,124","1,291","11,899","2,164",766,35,359,"2,996,217","1,033",107,"1,530",6.52,8.46,9.96,12.74,14.2,13.55,15.13,10.83,8.61,58.5,40.39,"8,660"
4263,相模大野,"126,479","12,826","6,168",48.09,"1,413","9,533","1,687","13,422","6,700","3,463",52,197,"4,060,529",932,89,568,8.03,7.7,17.72,20.23,15.99,11.45,9.44,5.91,3.54,59.9,37.56,"9,819"
4264,東林間,"21,266","12,255","6,034",49.24,"1,385","8,232","2,558","7,753","5,734","2,344",41,112,"843,392",498,36,468,7.37,8.2,13.14,16.19,15.18,11.85,13.62,9.86,4.58,52.68,43.75,"3,360"
4265,中央林間,"95,598","10,735","5,336",49.71,"1,167","7,774","1,680","7,166","5,324","2,398",45,81,"1,804,320",429,41,0,7.41,7.48,14.97,19.03,16.95,11.7,11.79,7.18,3.5,48.15,46.91,"3,956"
4266,南林間,"33,581","12,006","6,183",51.5,"1,367","8,419","1,963","10,925","6,200","3,136",51,161,"1,202,884",743,70,"2,274",7.66,7.88,14.15,18.85,16.05,12.08,11.97,7.59,3.77,53.42,42.86,"5,329"
4267,鶴間,"28,876","12,477","6,392",51.23,"1,504","8,646","2,054","9,111","6,008","2,715",45,137,"1,224,120",635,53,816,8,8.73,12.48,17.59,15.92,12.87,13.37,7.33,3.71,52.55,40.15,"4,618"
4268,大和,"114,295","9,595","4,842",50.46,949,"6,691","1,764","12,295","4,762","2,150",45,185,"2,629,944",950,93,97,7.05,6.64,13.23,17.78,14.72,13.35,14.76,7.57,4.9,51.89,44.86,"9,329"
4269,桜ケ丘,"20,491","8,823","4,410",49.98,"1,005","5,697","1,903","6,111","3,810","1,303",34,105,"840,857",426,32,466,7.4,9.5,12.08,14.95,14.54,12.04,14.67,10.19,4.64,46.67,44.76,"2,614"
4270,高座渋谷,"24,032","6,208","3,015",48.57,746,"3,845","1,465","5,513","2,626",872,33,66,"1,008,323",263,18,"1,010",8.1,8.77,11.49,16.26,14.2,9.99,14.58,9.97,6.65,45.45,46.97,"2,162"
4271,長後,"34,674","7,014","3,549",50.6,700,"4,720","1,594","5,948","3,346","1,565",47,106,"847,958",377,29,"1,378",6.77,8.8,15.03,13.96,13.19,12.33,13.17,10.51,6.24,45.28,43.4,"2,279"
4272,湘南台,"88,380","11,548","5,703",49.39,"1,498","8,535","1,515","11,693","5,747","2,854",50,141,"2,139,177",700,85,512,8.5,9.99,18.28,17.08,17.05,10.43,9.94,5.66,3.07,43.26,50.35,"7,785"
4273,六会日大前,"29,703","6,716","3,450",51.37,671,"4,712","1,334","5,098","3,341","1,667",50,67,"765,477",265,28,330,6.18,10.66,20.19,12.13,13.06,11.14,13.46,9.07,4.12,32.84,55.22,"2,563"
